Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment
CUST-6176,742,4,53313.979999999996,3,4,5,345,12,Loyal Customers
CUST-6177,184,4,10495.970000000001,5,4,3,543,12,Loyal Customers
CUST-6178,364,4,35161.61,4,4,5,445,13,Champions
CUST-6179,1055,3,9496.779999999999,2,3,3,233,8,At Risk
CUST-6180,253,2,3000.6,4,2,2,422,8,New Customers
CUST-6181,289,1,2637.0,4,1,2,412,7,New Customers
CUST-6182,83,2,2568.9399999999996,5,2,2,522,9,New Customers
CUST-6183,40,5,51337.049999999996,5,5,5,555,15,Champions
CUST-6184,2266,2,5781.96,1,2,2,122,5,Lost
CUST-6185,125,1,225.27,5,1,1,511,7,New Customers
CUST-6187,453,3,1998.7999999999997,4,3,1,431,8,Potential Loyalists
CUST-6188,1390,4,10077.38,1,4,3,143,8,At Risk
CUST-6189,261,2,10777.26,4,2,3,423,9,New Customers
CUST-6190,1797,1,5148.72,1,1,2,112,4,Lost
CUST-6191,1954,3,5702.65,1,3,2,132,6,At Risk
CUST-6192,683,6,25414.420000000002,3,5,4,354,12,Loyal Customers
CUST-6193,232,3,28954.55,4,3,5,435,12,Loyal Customers
CUST-6194,1375,2,3611.6499999999996,1,2,2,122,5,Lost
CUST-6195,447,3,1765.37,4,3,1,431,8,Potential Loyalists
CUST-6196,1035,3,14405.45,2,3,4,234,9,At Risk
CUST-6197,1825,2,31176.93,1,2,5,125,8,Lost
CUST-6198,228,3,3699.2900000000004,4,3,2,432,9,Potential Loyalists
CUST-6199,2549,1,232.10000000000002,1,1,1,111,3,Lost
CUST-6200,276,3,7192.7,4,3,3,433,10,Loyal Customers
CUST-6201,1831,2,25726.719999999998,1,2,4,124,7,Lost
CUST-6202,1730,2,37945.979999999996,1,2,5,125,8,Lost
CUST-6203,560,3,9356.189999999999,3,3,3,333,9,Loyal Customers
CUST-6204,1091,2,1414.5200000000002,2,2,1,221,5,Lost
CUST-6205,679,3,8761.34,3,3,3,333,9,Loyal Customers
CUST-6206,431,4,12321.22,4,4,3,443,11,Loyal Customers
CUST-6208,342,2,735.71,4,2,1,421,7,New Customers
CUST-6209,294,5,22902.91,4,5,4,454,13,Champions
CUST-6210,215,3,2910.68,4,3,2,432,9,Potential Loyalists
CUST-6211,489,4,17045.17,3,4,4,344,11,Loyal Customers
CUST-6212,454,3,11354.01,4,3,3,433,10,Loyal Customers
CUST-6213,1698,3,41586.59,1,3,5,135,9,At Risk
CUST-6214,122,2,36325.11,5,2,5,525,12,New Customers
CUST-6215,2307,1,2467.04,1,1,1,111,3,Lost
CUST-6216,898,4,40074.0,2,4,5,245,11,At Risk
CUST-6217,59,6,14978.42,5,5,4,554,14,Champions
CUST-6218,873,3,15511.17,2,3,4,234,9,At Risk
CUST-6219,828,2,6878.74,2,2,3,223,7,Lost
CUST-6220,777,3,36794.86,3,3,5,335,11,Loyal Customers
CUST-6221,1209,3,5600.21,2,3,2,232,7,At Risk
CUST-6223,680,3,11574.72,3,3,3,333,9,Loyal Customers
CUST-6224,228,3,9181.7,4,3,3,433,10,Loyal Customers
CUST-6225,191,5,21259.99,5,5,4,554,14,Champions
CUST-6226,312,7,50378.299999999996,4,5,5,455,14,Champions
CUST-6228,66,3,2325.48,5,3,1,531,9,Potential Loyalists
CUST-6229,228,5,6579.82,4,5,3,453,12,Loyal Customers
CUST-6230,974,2,4012.72,2,2,2,222,6,Lost
CUST-6231,189,2,2144.56,5,2,1,521,8,New Customers
CUST-6232,785,3,42321.63,3,3,5,335,11,Loyal Customers
CUST-6233,2390,1,5504.039999999999,1,1,2,112,4,Lost
CUST-6234,399,4,27288.24,4,4,4,444,12,Champions
CUST-6235,112,2,2399.23,5,2,1,521,8,New Customers
CUST-6236,1295,4,25370.46,2,4,4,244,10,At Risk
CUST-6237,86,3,28317.4,5,3,5,535,13,Loyal Customers
CUST-6238,2051,1,406.79999999999995,1,1,1,111,3,Lost
CUST-6239,1584,2,2283.94,1,2,1,121,4,Lost
CUST-6240,436,4,17997.03,4,4,4,444,12,Champions
CUST-6241,107,3,7433.76,5,3,3,533,11,Loyal Customers
CUST-6242,75,2,5077.98,5,2,2,522,9,New Customers
CUST-6243,354,1,16804.45,4,1,4,414,9,New Customers
CUST-6245,414,4,5337.18,4,4,2,442,10,Potential Loyalists
CUST-6246,838,1,50.599999999999994,2,1,1,211,4,Lost
CUST-6247,19,4,24158.18,5,4,4,544,13,Champions
CUST-6248,214,5,56166.159999999996,4,5,5,455,14,Champions
CUST-6249,2334,1,1380.54,1,1,1,111,3,Lost
CUST-6250,750,2,3769.45,3,2,2,322,7,Potential Loyalists
CUST-6251,139,3,4399.55,5,3,2,532,10,Potential Loyalists
CUST-6252,715,2,23746.52,3,2,4,324,9,Potential Loyalists
CUST-6254,834,2,1261.83,2,2,1,221,5,Lost
CUST-6255,1083,3,4428.6900000000005,2,3,2,232,7,At Risk
CUST-6256,1359,1,1473.5600000000002,1,1,1,111,3,Lost
CUST-6257,1703,2,7930.97,1,2,3,123,6,Lost
CUST-6258,1331,4,2628.9300000000003,2,4,2,242,8,At Risk
CUST-6259,2427,1,1772.68,1,1,1,111,3,Lost
CUST-6260,76,3,8224.09,5,3,3,533,11,Loyal Customers
CUST-6261,833,1,14820.4,2,1,4,214,7,Lost
CUST-6262,226,4,4623.91,4,4,2,442,10,Potential Loyalists
CUST-6264,1061,1,2615.37,2,1,2,212,5,Lost
CUST-6265,373,2,1959.9599999999998,4,2,1,421,7,New Customers
CUST-6266,1238,2,23096.699999999997,2,2,4,224,8,Lost
CUST-6267,338,3,14189.07,4,3,4,434,11,Loyal Customers
CUST-6268,855,3,5196.83,2,3,2,232,7,At Risk
CUST-6269,56,2,5075.85,5,2,2,522,9,New Customers
CUST-6270,1661,4,9166.11,1,4,3,143,8,At Risk
CUST-6271,76,5,78939.18,5,5,5,555,15,Champions
CUST-6272,1646,1,21322.75,1,1,4,114,6,Lost
CUST-6273,1982,1,3683.81,1,1,2,112,4,Lost
CUST-6274,307,3,3122.1400000000003,4,3,2,432,9,Potential Loyalists
CUST-6275,629,3,10791.56,3,3,3,333,9,Loyal Customers
CUST-6276,337,2,21857.64,4,2,4,424,10,New Customers
CUST-6277,354,4,4749.76,4,4,2,442,10,Potential Loyalists
CUST-6279,244,3,17853.5,4,3,4,434,11,Loyal Customers
CUST-6280,24,1,1480.15,5,1,1,511,7,New Customers
CUST-6281,1759,1,207.23,1,1,1,111,3,Lost
CUST-6282,528,4,6070.05,3,4,2,342,9,Potential Loyalists
CUST-6283,272,3,2079.3,4,3,1,431,8,Potential Loyalists
CUST-6284,2545,1,208.79999999999998,1,1,1,111,3,Lost
CUST-6285,485,4,54431.95,3,4,5,345,12,Loyal Customers
CUST-6286,523,2,3138.71,3,2,2,322,7,Potential Loyalists
CUST-6287,1472,2,13197.7,1,2,3,123,6,Lost
CUST-6288,1480,2,44292.68,1,2,5,125,8,Lost
CUST-6289,197,3,8568.27,5,3,3,533,11,Loyal Customers
CUST-6290,2106,2,982.6899999999999,1,2,1,121,4,Lost
CUST-6291,319,3,2750.0199999999995,4,3,2,432,9,Potential Loyalists
CUST-6292,904,4,17089.88,2,4,4,244,10,At Risk
CUST-6293,917,4,74093.91,2,4,5,245,11,At Risk
CUST-6294,68,3,22161.43,5,3,4,534,12,Loyal Customers
CUST-6295,560,4,15296.26,3,4,4,344,11,Loyal Customers
CUST-6296,756,3,18662.079999999998,3,3,4,334,10,Loyal Customers
CUST-6297,1106,2,45847.88,2,2,5,225,9,Lost
CUST-6298,574,5,38774.899999999994,3,5,5,355,13,Loyal Customers
CUST-6299,192,1,1411.8000000000002,5,1,1,511,7,New Customers
CUST-6300,678,2,2923.44,3,2,2,322,7,Potential Loyalists
CUST-6301,1510,4,59967.119999999995,1,4,5,145,10,At Risk
CUST-6302,49,1,802.5600000000001,5,1,1,511,7,New Customers
CUST-6304,770,4,11635.6,3,4,3,343,10,Loyal Customers
CUST-6305,2135,2,15682.56,1,2,4,124,7,Lost
CUST-6306,2306,1,3348.68,1,1,2,112,4,Lost
CUST-6307,7,3,4881.02,5,3,2,532,10,Potential Loyalists
CUST-6308,513,2,2822.87,3,2,2,322,7,Potential Loyalists
CUST-6309,2170,1,16348.3,1,1,4,114,6,Lost
CUST-6310,581,2,41581.840000000004,3,2,5,325,10,Potential Loyalists
CUST-6311,972,4,10141.17,2,4,3,243,9,At Risk
CUST-6312,2003,1,33460.8,1,1,5,115,7,Lost
CUST-6313,1371,1,11423.36,1,1,3,113,5,Lost
CUST-6314,326,3,48591.06,4,3,5,435,12,Loyal Customers
CUST-6315,55,4,7453.35,5,4,3,543,12,Loyal Customers
CUST-6316,422,2,3814.98,4,2,2,422,8,New Customers
CUST-6317,1011,10,59701.95,2,5,5,255,12,At Risk
CUST-6318,1118,2,2272.7,2,2,1,221,5,Lost
CUST-6319,56,3,4147.73,5,3,2,532,10,Potential Loyalists
CUST-6320,24,4,3945.12,5,4,2,542,11,Potential Loyalists
CUST-6321,1402,1,1734.66,1,1,1,111,3,Lost
CUST-6322,620,5,5394.150000000001,3,5,2,352,10,Potential Loyalists
CUST-6323,452,1,3461.01,4,1,2,412,7,New Customers
CUST-6324,196,1,1496.3999999999999,5,1,1,511,7,New Customers
CUST-6325,799,2,21820.659999999996,3,2,4,324,9,Potential Loyalists
CUST-6326,1798,3,6239.0599999999995,1,3,3,133,7,At Risk
CUST-6327,338,6,22871.68,4,5,4,454,13,Champions
CUST-6328,731,4,28831.73,3,4,5,345,12,Loyal Customers
CUST-6329,1206,2,15974.650000000001,2,2,4,224,8,Lost
CUST-6330,173,5,37936.9,5,5,5,555,15,Champions
CUST-6331,53,4,23288.14,5,4,4,544,13,Champions
CUST-6332,267,4,8050.18,4,4,3,443,11,Loyal Customers
CUST-6333,482,2,3415.98,3,2,2,322,7,Potential Loyalists
CUST-6334,249,3,21833.3,4,3,4,434,11,Loyal Customers
CUST-6335,213,3,3350.07,4,3,2,432,9,Potential Loyalists
CUST-6336,285,3,46396.21,4,3,5,435,12,Loyal Customers
CUST-6337,369,5,18525.84,4,5,4,454,13,Champions
CUST-6338,1589,2,3496.89,1,2,2,122,5,Lost
CUST-6339,331,4,6668.96,4,4,3,443,11,Loyal Customers
CUST-6340,146,2,29353.710000000003,5,2,5,525,12,New Customers
CUST-6341,2464,1,2273.46,1,1,1,111,3,Lost
CUST-6342,132,3,3883.06,5,3,2,532,10,Potential Loyalists
CUST-6343,552,4,9555.56,3,4,3,343,10,Loyal Customers
CUST-6344,775,5,7127.86,3,5,3,353,11,Loyal Customers
CUST-6345,2166,1,897.5600000000001,1,1,1,111,3,Lost
CUST-6346,196,2,2749.77,5,2,2,522,9,New Customers
CUST-6347,569,2,25821.53,3,2,4,324,9,Potential Loyalists
CUST-6348,117,4,26212.84,5,4,4,544,13,Champions
CUST-6349,2556,1,334.81,1,1,1,111,3,Lost
CUST-6350,354,1,82.08,4,1,1,411,6,New Customers
CUST-6351,101,2,13029.08,5,2,3,523,10,New Customers
CUST-6352,836,4,8469.84,2,4,3,243,9,At Risk
CUST-6353,399,7,25777.17,4,5,4,454,13,Champions
CUST-6354,2020,1,1002.24,1,1,1,111,3,Lost
CUST-6355,1250,2,2605.6400000000003,2,2,2,222,6,Lost
CUST-6356,841,4,6551.8099999999995,2,4,3,243,9,At Risk
CUST-6357,74,3,14387.0,5,3,4,534,12,Loyal Customers
CUST-6358,768,3,41552.35,3,3,5,335,11,Loyal Customers
CUST-6359,1023,1,7169.61,2,1,3,213,6,Lost
CUST-6360,939,3,9253.81,2,3,3,233,8,At Risk
CUST-6361,576,3,12589.01,3,3,3,333,9,Loyal Customers
CUST-6362,227,6,33946.9,4,5,5,455,14,Champions
CUST-6363,585,3,5903.72,3,3,2,332,8,Potential Loyalists
CUST-6364,46,3,16881.79,5,3,4,534,12,Loyal Customers
CUST-6365,527,5,57624.08,3,5,5,355,13,Loyal Customers
CUST-6366,1106,3,575.4100000000001,2,3,1,231,6,At Risk
CUST-6367,817,3,41994.06,2,3,5,235,10,At Risk
CUST-6368,249,2,1957.91,4,2,1,421,7,New Customers
CUST-6369,647,5,20662.96,3,5,4,354,12,Loyal Customers
CUST-6370,1671,3,6839.83,1,3,3,133,7,At Risk
CUST-6371,457,4,5401.31,4,4,2,442,10,Potential Loyalists
CUST-6373,430,3,12735.95,4,3,3,433,10,Loyal Customers
CUST-6376,2393,2,22578.0,1,2,4,124,7,Lost
CUST-6377,83,2,21261.16,5,2,4,524,11,New Customers
CUST-6378,647,4,11918.6,3,4,3,343,10,Loyal Customers
CUST-6379,126,3,58017.7,5,3,5,535,13,Loyal Customers
CUST-6380,944,5,91061.64,2,5,5,255,12,At Risk
CUST-6381,236,5,11943.75,4,5,3,453,12,Loyal Customers
CUST-6382,444,5,16502.33,4,5,4,454,13,Champions
CUST-6383,1311,5,12374.25,2,5,3,253,10,At Risk
CUST-6384,1293,7,11072.92,2,5,3,253,10,At Risk
CUST-6385,254,3,5718.54,4,3,2,432,9,Potential Loyalists
CUST-6386,2008,2,2365.1400000000003,1,2,1,121,4,Lost
CUST-6387,26,2,7151.26,5,2,3,523,10,New Customers
CUST-6388,36,3,2998.46,5,3,2,532,10,Potential Loyalists
CUST-6389,1054,2,3798.64,2,2,2,222,6,Lost
CUST-6390,348,3,4370.07,4,3,2,432,9,Potential Loyalists
CUST-6391,117,5,14292.7,5,5,4,554,14,Champions
CUST-6392,1451,3,31426.85,1,3,5,135,9,At Risk
CUST-6393,1178,2,592.1,2,2,1,221,5,Lost
CUST-6394,425,3,5417.34,4,3,2,432,9,Potential Loyalists
CUST-6395,49,7,44101.17,5,5,5,555,15,Champions
CUST-6396,1101,2,3129.3,2,2,2,222,6,Lost
CUST-6397,508,3,7017.37,3,3,3,333,9,Loyal Customers
CUST-6398,236,3,19406.28,4,3,4,434,11,Loyal Customers
CUST-6399,459,4,16967.99,4,4,4,444,12,Champions
CUST-6400,473,3,4181.34,3,3,2,332,8,Potential Loyalists
CUST-6401,14,2,2949.7400000000002,5,2,2,522,9,New Customers
CUST-6402,1885,2,35432.909999999996,1,2,5,125,8,Lost
CUST-6403,2030,1,1625.91,1,1,1,111,3,Lost
CUST-6404,265,1,2936.32,4,1,2,412,7,New Customers
CUST-6405,373,4,34941.91,4,4,5,445,13,Champions
CUST-6406,86,2,10428.699999999999,5,2,3,523,10,New Customers
CUST-6407,106,4,24603.63,5,4,4,544,13,Champions
CUST-6408,174,1,21427.74,5,1,4,514,10,New Customers
CUST-6409,658,7,26365.820000000003,3,5,4,354,12,Loyal Customers
CUST-6410,301,3,3931.01,4,3,2,432,9,Potential Loyalists
CUST-6411,410,3,38456.44,4,3,5,435,12,Loyal Customers
CUST-6412,489,4,22496.72,3,4,4,344,11,Loyal Customers
CUST-6413,2629,1,302.26,1,1,1,111,3,Lost
CUST-6414,1005,1,5842.59,2,1,2,212,5,Lost
CUST-6415,399,1,26779.77,4,1,4,414,9,New Customers
CUST-6416,576,1,6810.9,3,1,3,313,7,Potential Loyalists
CUST-6417,1021,4,16662.16,2,4,4,244,10,At Risk
CUST-6418,327,5,73930.42,4,5,5,455,14,Champions
CUST-6420,69,3,17559.390000000003,5,3,4,534,12,Loyal Customers
CUST-6421,2011,1,2421.65,1,1,1,111,3,Lost
CUST-6422,73,5,13032.380000000001,5,5,3,553,13,Loyal Customers
CUST-6423,1701,2,2475.54,1,2,1,121,4,Lost
CUST-6424,49,4,22053.010000000002,5,4,4,544,13,Champions
CUST-6425,470,2,13166.09,3,2,3,323,8,Potential Loyalists
CUST-6426,984,3,2891.06,2,3,2,232,7,At Risk
CUST-6427,73,2,2133.17,5,2,1,521,8,New Customers
CUST-6429,1079,2,2246.15,2,2,1,221,5,Lost
CUST-6430,2172,1,12903.84,1,1,3,113,5,Lost
CUST-6431,102,7,53733.35,5,5,5,555,15,Champions
CUST-6432,553,3,11879.960000000001,3,3,3,333,9,Loyal Customers
CUST-6433,44,5,12502.949999999999,5,5,3,553,13,Loyal Customers
CUST-6434,2300,1,5809.2,1,1,2,112,4,Lost
CUST-6435,1557,1,1625.61,1,1,1,111,3,Lost
CUST-6436,1111,2,15559.519999999999,2,2,4,224,8,Lost
CUST-6437,294,3,27086.79,4,3,4,434,11,Loyal Customers
CUST-6438,1936,3,14261.060000000001,1,3,4,134,8,At Risk
CUST-6439,1173,2,22813.72,2,2,4,224,8,Lost
CUST-6441,599,4,8379.500000000002,3,4,3,343,10,Loyal Customers
CUST-6443,192,2,421.75,5,2,1,521,8,New Customers
CUST-6444,205,3,10107.33,5,3,3,533,11,Loyal Customers
CUST-6445,245,2,6777.9400000000005,4,2,3,423,9,New Customers
CUST-6446,1599,2,4492.73,1,2,2,122,5,Lost
CUST-6447,227,3,19140.39,4,3,4,434,11,Loyal Customers
CUST-6448,1084,1,358.04999999999995,2,1,1,211,4,Lost
CUST-6449,1355,2,984.4499999999999,1,2,1,121,4,Lost
CUST-6450,536,2,4224.92,3,2,2,322,7,Potential Loyalists
CUST-6451,1063,1,15.27,2,1,1,211,4,Lost
CUST-6452,30,4,41625.57,5,4,5,545,14,Champions
CUST-6453,633,2,3305.04,3,2,2,322,7,Potential Loyalists
CUST-6454,773,2,10031.119999999999,3,2,3,323,8,Potential Loyalists
CUST-6455,139,3,15882.880000000001,5,3,4,534,12,Loyal Customers
CUST-6456,180,3,11743.49,5,3,3,533,11,Loyal Customers
CUST-6457,1622,2,31474.72,1,2,5,125,8,Lost
CUST-6458,1619,2,29055.11,1,2,5,125,8,Lost
CUST-6459,537,2,2408.2799999999997,3,2,1,321,6,Potential Loyalists
CUST-6460,522,5,15249.28,3,5,4,354,12,Loyal Customers
CUST-6461,773,3,36858.18000000001,3,3,5,335,11,Loyal Customers
CUST-6462,242,5,28552.760000000002,4,5,5,455,14,Champions
CUST-6463,142,3,9405.630000000001,5,3,3,533,11,Loyal Customers
CUST-6464,601,3,4371.26,3,3,2,332,8,Potential Loyalists
CUST-6465,234,3,32546.68,4,3,5,435,12,Loyal Customers
CUST-6466,299,4,6920.639999999999,4,4,3,443,11,Loyal Customers
CUST-6467,269,3,3739.77,4,3,2,432,9,Potential Loyalists
CUST-6468,341,2,3041.15,4,2,2,422,8,New Customers
CUST-6469,58,3,23036.77,5,3,4,534,12,Loyal Customers
CUST-6470,141,2,23905.829999999998,5,2,4,524,11,New Customers
CUST-6471,238,4,2759.04,4,4,2,442,10,Potential Loyalists
CUST-6472,2421,1,16204.0,1,1,4,114,6,Lost
CUST-6473,767,2,1230.26,3,2,1,321,6,Potential Loyalists
CUST-6474,454,3,4334.31,4,3,2,432,9,Potential Loyalists
CUST-6475,404,5,35971.78,4,5,5,455,14,Champions
CUST-6476,613,4,82404.16,3,4,5,345,12,Loyal Customers
CUST-6477,1239,2,2337.24,2,2,1,221,5,Lost
CUST-6478,2341,1,620.85,1,1,1,111,3,Lost
CUST-6479,441,3,37777.66,4,3,5,435,12,Loyal Customers
CUST-6480,536,6,8104.449999999999,3,5,3,353,11,Loyal Customers
CUST-6481,321,2,46629.869999999995,4,2,5,425,11,New Customers
CUST-6482,2014,3,6245.48,1,3,3,133,7,At Risk
CUST-6483,336,5,12420.39,4,5,3,453,12,Loyal Customers
CUST-6484,542,3,25391.829999999998,3,3,4,334,10,Loyal Customers
CUST-6485,439,3,33986.52,4,3,5,435,12,Loyal Customers
CUST-6486,2132,1,498.2,1,1,1,111,3,Lost
CUST-6487,1338,1,693.1999999999999,2,1,1,211,4,Lost
CUST-6488,739,4,6333.52,3,4,3,343,10,Loyal Customers
CUST-6489,332,3,18139.68,4,3,4,434,11,Loyal Customers
CUST-6491,1965,2,27328.170000000002,1,2,4,124,7,Lost
CUST-6492,483,3,3364.73,3,3,2,332,8,Potential Loyalists
CUST-6493,1394,6,21774.93,1,5,4,154,10,At Risk
CUST-6494,94,3,1129.75,5,3,1,531,9,Potential Loyalists
CUST-6495,2185,1,3773.7900000000004,1,1,2,112,4,Lost
CUST-6496,300,2,20802.72,4,2,4,424,10,New Customers
CUST-6498,55,2,207.49,5,2,1,521,8,New Customers
CUST-6499,119,5,29344.22,5,5,5,555,15,Champions
CUST-6500,449,6,25145.649999999998,4,5,4,454,13,Champions
CUST-6501,462,4,1410.84,3,4,1,341,8,Potential Loyalists
CUST-6502,471,7,22766.559999999998,3,5,4,354,12,Loyal Customers
CUST-6503,867,1,212.8,2,1,1,211,4,Lost
CUST-6504,345,5,7153.86,4,5,3,453,12,Loyal Customers
CUST-6505,63,2,3730.3300000000004,5,2,2,522,9,New Customers
CUST-6506,1,2,2697.43,5,2,2,522,9,New Customers
CUST-6507,426,2,41764.65,4,2,5,425,11,New Customers
CUST-6508,1464,2,4379.04,1,2,2,122,5,Lost
CUST-6510,71,2,6499.469999999999,5,2,3,523,10,New Customers
CUST-6511,123,2,4887.85,5,2,2,522,9,New Customers
CUST-6512,237,3,4538.26,4,3,2,432,9,Potential Loyalists
CUST-6513,239,4,6073.28,4,4,2,442,10,Potential Loyalists
CUST-6514,1574,5,8794.7,1,5,3,153,9,At Risk
CUST-6515,1389,1,1008.4200000000001,1,1,1,111,3,Lost
CUST-6516,1162,3,10041.220000000001,2,3,3,233,8,At Risk
CUST-6517,282,3,16620.48,4,3,4,434,11,Loyal Customers
CUST-6518,519,3,39845.99,3,3,5,335,11,Loyal Customers
CUST-6519,419,5,10355.189999999999,4,5,3,453,12,Loyal Customers
CUST-6520,59,4,10754.52,5,4,3,543,12,Loyal Customers
CUST-6521,328,1,559.4399999999999,4,1,1,411,6,New Customers
CUST-6522,379,2,5773.969999999999,4,2,2,422,8,New Customers
CUST-6523,1046,2,1883.76,2,2,1,221,5,Lost
CUST-6525,1335,2,933.86,2,2,1,221,5,Lost
CUST-6526,1099,4,33076.76,2,4,5,245,11,At Risk
CUST-6527,25,5,14193.5,5,5,4,554,14,Champions
CUST-6528,1353,2,2062.36,1,2,1,121,4,Lost
CUST-6529,189,4,30597.18,5,4,5,545,14,Champions
CUST-6530,578,2,896.8,3,2,1,321,6,Potential Loyalists
CUST-6531,1260,1,3268.52,2,1,2,212,5,Lost
CUST-6532,57,1,4480.2,5,1,2,512,8,New Customers
CUST-6533,1212,4,25996.77,2,4,4,244,10,At Risk
CUST-6534,272,4,27542.85,4,4,5,445,13,Champions
CUST-6535,1051,4,31496.390000000003,2,4,5,245,11,At Risk
CUST-6536,409,1,16110.650000000001,4,1,4,414,9,New Customers
CUST-6537,726,5,29054.78,3,5,5,355,13,Loyal Customers
CUST-6538,83,4,14197.18,5,4,4,544,13,Champions
CUST-6539,1981,3,13252.64,1,3,3,133,7,At Risk
CUST-6540,29,2,912.4,5,2,1,521,8,New Customers
CUST-6541,1648,5,10914.130000000001,1,5,3,153,9,At Risk
CUST-6542,532,1,1398.88,3,1,1,311,5,Potential Loyalists
CUST-6543,747,3,43490.880000000005,3,3,5,335,11,Loyal Customers
CUST-6544,162,2,27580.629999999997,5,2,5,525,12,New Customers
CUST-6545,385,5,71557.73,4,5,5,455,14,Champions
CUST-6546,1919,1,1620.44,1,1,1,111,3,Lost
CUST-6547,170,2,7205.83,5,2,3,523,10,New Customers
CUST-6548,1665,1,1136.79,1,1,1,111,3,Lost
CUST-6549,879,2,7910.129999999999,2,2,3,223,7,Lost
CUST-6550,51,5,15536.17,5,5,4,554,14,Champions
CUST-6551,1347,1,3712.5,1,1,2,112,4,Lost
CUST-6552,257,2,4812.55,4,2,2,422,8,New Customers
CUST-6553,1810,3,10727.34,1,3,3,133,7,At Risk
CUST-6554,358,6,46429.43,4,5,5,455,14,Champions
CUST-6555,1145,1,169.75,2,1,1,211,4,Lost
CUST-6556,163,2,20881.39,5,2,4,524,11,New Customers
CUST-6557,1868,4,18608.32,1,4,4,144,9,At Risk
CUST-6558,630,7,46478.73,3,5,5,355,13,Loyal Customers
CUST-6559,78,3,34621.76,5,3,5,535,13,Loyal Customers
CUST-6560,45,3,2678.95,5,3,2,532,10,Potential Loyalists
CUST-6562,1547,1,4217.400000000001,1,1,2,112,4,Lost
CUST-6563,1787,2,4181.47,1,2,2,122,5,Lost
CUST-6564,292,4,1497.8799999999999,4,4,1,441,9,Potential Loyalists
CUST-6565,349,1,2598.63,4,1,2,412,7,New Customers
CUST-6566,1271,2,2008.25,2,2,1,221,5,Lost
CUST-6567,301,6,8352.4,4,5,3,453,12,Loyal Customers
CUST-6568,358,6,53755.34,4,5,5,455,14,Champions
CUST-6570,654,6,55362.270000000004,3,5,5,355,13,Loyal Customers
CUST-6571,389,4,30829.920000000002,4,4,5,445,13,Champions
CUST-6572,341,2,2729.48,4,2,2,422,8,New Customers
CUST-6574,117,5,29761.62,5,5,5,555,15,Champions
CUST-6575,400,1,6631.66,4,1,3,413,8,New Customers
CUST-6576,1430,2,35268.12,1,2,5,125,8,Lost
CUST-6577,521,5,14352.380000000001,3,5,4,354,12,Loyal Customers
CUST-6578,522,5,12484.09,3,5,3,353,11,Loyal Customers
CUST-6579,636,2,1224.2199999999998,3,2,1,321,6,Potential Loyalists
CUST-6580,1039,4,20408.61,2,4,4,244,10,At Risk
CUST-6581,806,2,7473.08,3,2,3,323,8,Potential Loyalists
CUST-6582,455,3,3405.2699999999995,4,3,2,432,9,Potential Loyalists
CUST-6583,261,1,925.12,4,1,1,411,6,New Customers
CUST-6584,1543,1,33073.4,1,1,5,115,7,Lost
CUST-6585,1405,3,2076.59,1,3,1,131,5,At Risk
CUST-6587,473,2,27191.22,3,2,4,324,9,Potential Loyalists
CUST-6588,981,4,10967.130000000001,2,4,3,243,9,At Risk
CUST-6589,369,6,60773.740000000005,4,5,5,455,14,Champions
CUST-6590,1029,1,3257.52,2,1,2,212,5,Lost
CUST-6591,106,3,10849.45,5,3,3,533,11,Loyal Customers
CUST-6592,814,2,2458.51,2,2,1,221,5,Lost
CUST-6593,74,4,6925.82,5,4,3,543,12,Loyal Customers
CUST-6595,928,2,9792.869999999999,2,2,3,223,7,Lost
CUST-6596,2056,2,4260.33,1,2,2,122,5,Lost
CUST-6597,344,5,16409.04,4,5,4,454,13,Champions
CUST-6598,798,1,19221.95,3,1,4,314,8,Potential Loyalists
CUST-6599,201,6,16697.12,5,5,4,554,14,Champions
CUST-6600,13,4,8099.0599999999995,5,4,3,543,12,Loyal Customers
CUST-6601,102,3,1891.3799999999999,5,3,1,531,9,Potential Loyalists
CUST-6602,491,3,13645.869999999999,3,3,4,334,10,Loyal Customers
CUST-6603,1294,3,4788.36,2,3,2,232,7,At Risk
CUST-6604,416,1,7376.65,4,1,3,413,8,New Customers
CUST-6605,1055,1,290.96,2,1,1,211,4,Lost
CUST-6606,1300,1,1883.64,2,1,1,211,4,Lost
CUST-6607,1471,4,9723.52,1,4,3,143,8,At Risk
CUST-6608,663,6,19862.399999999998,3,5,4,354,12,Loyal Customers
CUST-6609,81,5,12164.13,5,5,3,553,13,Loyal Customers
CUST-6610,739,4,5453.97,3,4,2,342,9,Potential Loyalists
CUST-6611,6,8,27044.79,5,5,4,554,14,Champions
CUST-6612,120,3,32966.16,5,3,5,535,13,Loyal Customers
CUST-6613,1690,1,4508.88,1,1,2,112,4,Lost
CUST-6614,463,4,3424.0400000000004,3,4,2,342,9,Potential Loyalists
CUST-6615,109,1,2483.08,5,1,1,511,7,New Customers
CUST-6616,280,2,2601.75,4,2,2,422,8,New Customers
CUST-6617,242,4,37886.39,4,4,5,445,13,Champions
CUST-6618,303,5,29380.22,4,5,5,455,14,Champions
CUST-6619,1591,5,44691.99,1,5,5,155,11,At Risk
CUST-6620,895,1,484.38,2,1,1,211,4,Lost
CUST-6621,211,2,4616.9,4,2,2,422,8,New Customers
CUST-6622,831,4,22415.940000000002,2,4,4,244,10,At Risk
